iter	Logloss
209	0.4786517049
210	0.4785913018
211	0.4785807637
212	0.4784886519
213	0.4784247194
214	0.4784034365
215	0.4783354197
216	0.4783078227
217	0.4782685761
218	0.4782341264
219	0.4782151791
220	0.478138662
221	0.4780925663
222	0.4780524955
223	0.4779616551
224	0.4778635058
225	0.4777879145
226	0.4777242938
227	0.4776864327
228	0.4776569822
229	0.4776246742
230	0.4775998061
231	0.4775454666
232	0.4775091612
233	0.4774379936
234	0.4773643379
235	0.4773461287
236	0.4773035666
237	0.4772647562
238	0.4772341671
239	0.4772103833
240	0.4771039287
241	0.4769967771
242	0.4769244386
243	0.4769026003
244	0.4768601935
245	0.4768337641
246	0.47678846
247	0.4767483331
248	0.4767171376
249	0.4766658423
250	0.4765481426
251	0.4765328578
252	0.4764771309
253	0.4764167527
254	0.4763903107
255	0.4763468969
256	0.4763347527
257	0.4762520595
258	0.4762183593
259	0.4761938741
260	0.4761580844
261	0.4761058162
262	0.4760803875
263	0.4760131336
264	0.4759991652
265	0.4759758833
266	0.4759499234
267	0.4759254719
268	0.4758600913
269	0.475799512
270	0.4757789371
271	0.4757690783
272	0.4757158302
273	0.4756837206
274	0.4756615359
275	0.4756366024
276	0.4755756018
277	0.4755422168
278	0.4754452905
279	0.4753804198
280	0.4753319373
281	0.475313934
282	0.4752477932
283	0.4751526337
284	0.4750835145
285	0.4749961694
286	0.4749573613
287	0.4749357097
288	0.4748951528
289	0.4748628737
290	0.4748302711
291	0.4748056989
292	0.4747697865
293	0.4747443047
294	0.4747180226
295	0.4746741102
296	0.4746292464
297	0.4745973944
298	0.4745723655
299	0.4745514009
300	0.4745213322
301	0.4745013057
302	0.4744712695
303	0.4744439992
304	0.4744182465
305	0.4743937829
306	0.4743659805
307	0.4743093511
308	0.4742660927
309	0.4742065314
310	0.4741526045
311	0.4741176322
312	0.4740770694
313	0.4740498398
314	0.4740094788
315	0.4739821116
316	0.473886266
317	0.4738407235
318	0.4738028074
319	0.4737633675
320	0.4737188738
321	0.4736809326
322	0.4736446189
323	0.4736238072
324	0.4735733056
325	0.4735314178
326	0.4735004672
327	0.4734612726
328	0.4734133928
329	0.4733773079
330	0.4733541679
331	0.4733287582
332	0.4733105645
333	0.4732718199
334	0.4732386942
335	0.4732202485
336	0.4731796235
337	0.4731396403
338	0.4731176687
339	0.4730847484
340	0.4730531433
341	0.4730048593
342	0.4729702482
343	0.4729358518
344	0.472916133
345	0.472886272
346	0.4728479538
347	0.4727839178
348	0.4727516652
349	0.472732688
350	0.4726854303
351	0.4726290684
352	0.4726095981
353	0.4725678184
354	0.4724904301
355	0.4724625465
356	0.4724371004
357	0.4723908973
358	0.4723176693
359	0.4722186816
360	0.4721935035
361	0.4721497541
362	0.4721383295
363	0.4720901791
364	0.4720628096
365	0.4720370912
366	0.4719991249
367	0.4719673645
368	0.4719416641
369	0.4718725155
370	0.4718445501
371	0.4718162151
372	0.4718024781
373	0.4717790338
374	0.4717172012
375	0.4716951005
376	0.4716402598
377	0.4715992346
378	0.4715673549
379	0.4715404958
380	0.4714799667
381	0.4714694407
382	0.4714445525
383	0.4714091033
384	0.4713998947
385	0.4713850872
386	0.4713422998
387	0.4712830521
388	0.471254796
389	0.4712474091
390	0.4711958121
391	0.4711837997
392	0.4711451394
393	0.4711199839
394	0.471081844
395	0.4710395189
396	0.4709971281
397	0.470961481
398	0.470924488
399	0.4708428612
400	0.4708268105
401	0.4707905869
402	0.4707677834
403	0.4707422387
404	0.4707195495
405	0.4706961018
406	0.4706765489
407	0.4706256518
408	0.4705968126
409	0.4705407452
410	0.4704773162
411	0.4704348143
412	0.4704163973
413	0.4703738897
414	0.4703479041
415	0.4702989448
416	0.4702834676
417	0.4702537575
418	0.4701945859
419	0.4701462194
420	0.4700952294
421	0.4700574802
422	0.4700238126
423	0.4700016622
424	0.4699779912
425	0.4699470533
426	0.4699313531
427	0.4698828601
428	0.4698390202
429	0.4698309795
430	0.4697890523
431	0.4697664574
432	0.4697324302
433	0.4696550689
434	0.4696267391
435	0.4695933209
436	0.4695585361
437	0.4694772485
438	0.4694376956
439	0.4693868813
440	0.4693457951
441	0.4692879256
442	0.4692624355
443	0.4692461059
444	0.4692310389
445	0.4692027535
446	0.4691662937
447	0.469144495
448	0.4691139915
449	0.4690650735
450	0.4690214291
451	0.4690038639
452	0.4689563227
453	0.4688923112
454	0.4688659659
455	0.4688185197
456	0.4687816832
457	0.4687483251
458	0.4687000752
459	0.4686803381
460	0.4686328919
461	0.4685776663
462	0.4685473637
463	0.4684971697
464	0.4684579983
465	0.4684374985
466	0.4684254384
467	0.4684123623
468	0.468386074
469	0.4683346164
470	0.4682545458
471	0.4682212836
472	0.4682035136
473	0.4681418601
474	0.4680921523
475	0.4680605235
476	0.4680217885
477	0.4679490677
478	0.4679114699
479	0.4678752609
480	0.4678399754
481	0.4678099093
482	0.4677655454
483	0.4677569554
484	0.4677132491
485	0.4676675707
486	0.4676575405
487	0.4676197432
488	0.4675574653
489	0.4674737637
490	0.4674480792
491	0.4673940171
492	0.467358639
493	0.4673033034
494	0.4672225189
495	0.4672156399
496	0.4672026192
497	0.4671654319
498	0.4671424744
499	0.4670714985
500	0.467033794
501	0.4670128287
502	0.4669928016
503	0.4669708132
504	0.4669394032
505	0.4669118637
506	0.4668892552
507	0.4668513635
508	0.4668280418
509	0.4668159394
510	0.4667798631
511	0.4667231751
512	0.4666849943
513	0.4666641436
514	0.4666161327
515	0.4665805598
516	0.4665448485
517	0.4665080183
518	0.466463231
519	0.4664274133
520	0.4663865271
521	0.4663380471
522	0.4663225612
523	0.4662668165
524	0.4662325369
525	0.4661865846
526	0.4661058044
527	0.4660684512
528	0.4660473689
529	0.4660137582
530	0.4659902539
531	0.4659531495
532	0.465901839
533	0.4658821663
534	0.4658598768
535	0.4658306946
536	0.4658080587
537	0.4657755961
538	0.4657343155
539	0.4656922582
540	0.4656618845
541	0.4656309814
542	0.4655899479
543	0.4655526724
544	0.4655205044
545	0.4654975033
546	0.4654670006
547	0.4654231428
548	0.4653880766
549	0.4653279679
550	0.4653034729
551	0.4652966101
552	0.4652806759
553	0.4652549553
554	0.4652119527
555	0.4651595918
556	0.4651156113
557	0.4650980487
558	0.4650778447
559	0.4650356277
560	0.4650143373
561	0.4649842867
562	0.464942954
563	0.4649039726
564	0.4648666848
565	0.4648530992
566	0.4647852983
567	0.4647678525
568	0.4647016376
569	0.4646227467
570	0.4645755245
571	0.4645213209
572	0.4645064935
573	0.4644803205
574	0.4644548978
575	0.4644165898
576	0.4643758831
577	0.4643462377
578	0.464305133
579	0.4642492184
580	0.4641986667
581	0.464174385
582	0.4641439607
583	0.4640788206
584	0.4640592944
585	0.463997364
586	0.4639847525
587	0.4639393942
588	0.4639117128
589	0.463863732
590	0.4638293955
591	0.4638064211
592	0.4637684782
593	0.4637262125
594	0.4636932533
595	0.4636497956
596	0.4636249656
597	0.4635931956
598	0.4635455917
599	0.4634937183
600	0.4634558052
601	0.4634231257
602	0.4633923281
603	0.4633576651
604	0.4633298785
605	0.4632789592
606	0.4632377877
607	0.4631996901
608	0.4631820272
609	0.4631534246
610	0.4631171558
611	0.463103156
612	0.4630847023
613	0.4630298326
614	0.4630044381
615	0.4629684992
616	0.4629519154
617	0.4629175704
618	0.4628880577
619	0.4628386026
620	0.4628129337
621	0.4627914235
622	0.4627530608
623	0.4627329769
624	0.4627086493
625	0.4626729737
626	0.4626250963
627	0.4626032907
628	0.4625825773
629	0.4625459705
630	0.4625205954
631	0.4625020009
632	0.4624525676
633	0.4624105664
634	0.462371898
635	0.4623570667
636	0.4623225757
637	0.4622815965
638	0.4622715397
639	0.4622349697
640	0.4622040873
641	0.4621720245
642	0.4621227024
643	0.4620982411
644	0.4620688027
645	0.4620216628
646	0.4619796075
647	0.4619694228
648	0.4619518661
649	0.4619300995
650	0.4618804281
651	0.4618144711
652	0.4617587221
653	0.4617226664
654	0.4617001869
655	0.461650177
656	0.4616183963
657	0.4615928024
658	0.4615569569
659	0.4615403091
660	0.4615027321
661	0.4614568054
662	0.4614442438
663	0.4614151975
664	0.4613775979
665	0.4613415912
666	0.461281398
667	0.4612421783
668	0.461219724
669	0.4611882355
670	0.461140146
671	0.4611082702
672	0.4610818068
673	0.4610284613
674	0.4609887734
675	0.4609563036
676	0.4609347029
677	0.4609151115
678	0.4609035272
679	0.4608677933
680	0.4608423347
681	0.4607997758
682	0.4607680828
683	0.460741489
684	0.4606992631
685	0.4606725822
686	0.4606348188
687	0.4605924616
688	0.460576851
689	0.4605553458
690	0.4605412808
691	0.4605262101
692	0.4604818578
693	0.4604733146
694	0.4604440843
695	0.4603973033
696	0.4603763926
697	0.46034242
698	0.4603365481
699	0.4602942157
700	0.4602537604
701	0.4602068337
702	0.4601453577
703	0.4601289304
704	0.4601186427
705	0.4600846598
706	0.4600510517
707	0.4600286564
708	0.4599927663
709	0.4599498866
710	0.4599269365
711	0.4598921751
712	0.4598692576
713	0.4598404581
714	0.459824863
715	0.4598101015
716	0.4597950944
717	0.4597703193
718	0.459743818
719	0.4597234408
720	0.4596847136
721	0.4596474715
722	0.4596235115
723	0.459597577
724	0.4595627039
725	0.4595374266
726	0.4595120084
727	0.4594456333
728	0.4594105395
729	0.4593935492
730	0.4593530848
731	0.459312518
732	0.4592499259
733	0.4592328602
734	0.4592132837
735	0.4591841373
736	0.4591565836
737	0.4591086116
738	0.4590780278
739	0.4590403344
740	0.4590180074
741	0.4589999357
742	0.458957125
743	0.4589100913
744	0.458861676
745	0.4588348736
746	0.4588109828
747	0.4587649469
748	0.4587419413
749	0.4587187627
750	0.4586953292
751	0.4586705742
752	0.4586392689
753	0.4586161123
754	0.4585954077
755	0.4585870294
756	0.4585745004
757	0.458550934
758	0.4585235432
759	0.4584653636
760	0.4584247311
761	0.4583966481
762	0.4583710264
763	0.4583338463
764	0.4583255418
765	0.4582966467
766	0.4582479766
767	0.458217785
768	0.4582033701
769	0.4581993553
770	0.4581828197
771	0.4581685764
772	0.458136531
773	0.4581029271
774	0.4580655301
775	0.4580350565
776	0.4580009511
777	0.4579784628
778	0.4579132014
779	0.4578917997
780	0.457848504
781	0.4578263375
782	0.4577859799
783	0.4577600362
784	0.457724399
785	0.4576855086
786	0.4576460571
787	0.4576301297
788	0.4575784337
789	0.4575444435
790	0.4575095119
791	0.4574814996
792	0.4574125041
793	0.4573770634
794	0.4573309057
795	0.4573200702
796	0.4572897053
797	0.4572657131
798	0.4572346699
799	0.4571948211
800	0.457169658
801	0.4571337552
802	0.4571106677
803	0.4570800708
804	0.4570473793
805	0.457023008
806	0.4569868435
807	0.4569415148
808	0.4569008524
809	0.4568626666
810	0.4568189385
811	0.4567851423
812	0.4567312487
813	0.4567001175
814	0.4566716794
815	0.4566528123
816	0.4566224473
817	0.4565991919
818	0.4565634005
819	0.4565334234
820	0.4564935121
821	0.4564694407
822	0.4564242745
823	0.4563859547
824	0.4563515188
825	0.456332992
826	0.4563052659
827	0.4562425671
828	0.4561846409
829	0.4561589434
830	0.4561112517
831	0.4560697611
832	0.4560174757
833	0.4559698578
834	0.4559372553
835	0.4559105411
836	0.4558887258
837	0.4558605998
838	0.4558365788
839	0.4558206172
840	0.4557971396
841	0.4557710079
842	0.4557551419
843	0.4557383181
844	0.455702491
845	0.4556915452
846	0.4556702966
847	0.4556402074
848	0.4555959349
849	0.4555383364
850	0.4555029201
851	0.4554604252
852	0.4554437631
853	0.4554180737
854	0.455405849
855	0.4553871735
856	0.4553718323
857	0.4553481493
858	0.4553253424
859	0.4553001175
860	0.4552559874
861	0.4552485378
862	0.455219273
863	0.4552042403
864	0.4551790491
865	0.4551483742
866	0.4551122541
867	0.4550937428
868	0.4550590031
869	0.4550184314
870	0.4550070986
871	0.4549725719
872	0.4549512288
873	0.4549119723
874	0.4548891638
875	0.4548678677
876	0.4548407278
877	0.4548266908
878	0.4548137193
879	0.454784653
880	0.4547604223
881	0.4547179075
882	0.4546842622
883	0.4546436712
884	0.4546285199
885	0.4546058483
886	0.4545955715
887	0.4545747189
888	0.454526952
889	0.454496324
890	0.4544687217
891	0.4544438782
892	0.4544000471
893	0.4543741204
894	0.4543243416
895	0.4542874944
896	0.4542431558
897	0.4542140683
898	0.4541883615
899	0.4541615531
900	0.4541432988
901	0.4541062964
902	0.4540713717
903	0.4540376675
904	0.4540048458
905	0.4539780948
906	0.4539646258
907	0.453931939
908	0.4538893623
909	0.4538771188
910	0.4538490103
911	0.4538303021
912	0.4538212381
913	0.4538008729
914	0.4537679195
915	0.4537440513
916	0.4537081226
917	0.4536813553
918	0.4536665285
919	0.4536314904
920	0.4536038556
921	0.4535670119
922	0.4535524974
923	0.4535296927
924	0.4535044562
925	0.4534874032
926	0.4534579425
927	0.4534257588
928	0.4534013274
929	0.4533616021
930	0.4533224315
931	0.4532894412
932	0.4532797849
933	0.4532592355
934	0.4532128519
935	0.4531825511
936	0.4531447557
937	0.4531054292
938	0.4530768143
939	0.4530575176
940	0.4530238883
941	0.452971082
942	0.452928946
943	0.4528984938
944	0.4528834402
945	0.4528619264
946	0.4528156544
947	0.4527827088
948	0.4527642093
949	0.4527536055
950	0.4527173481
951	0.4526778954
952	0.4526429259
953	0.4526028642
954	0.4525797591
955	0.4525620741
956	0.4525220684
957	0.4524670322
958	0.452412122
959	0.4523756479
960	0.4523510414
961	0.4523253898
962	0.4523036235
963	0.4522887687
964	0.4522661292
965	0.4522453031
966	0.4522077137
967	0.4521758174
968	0.4521621824
969	0.4521165198
970	0.4520737598
971	0.4520557396
972	0.4520229114
973	0.4520009801
974	0.4519844412
975	0.4519526517
976	0.4519351648
977	0.4518951582
978	0.4518664487
979	0.4518261607
980	0.4517964968
981	0.4517703516
982	0.451734852
983	0.4517051094
984	0.4516711744
985	0.4516249601
986	0.451615654
987	0.4515903268
988	0.4515628186
989	0.451541208
990	0.4515282388
991	0.4515148312
992	0.4514777319
993	0.4514440602
994	0.4514097965
995	0.4513826636
996	0.4513511462
997	0.4513303301
998	0.451299782
999	0.4512539384
1000	0.4512274931
1001	0.4511998503
1002	0.4511653562
1003	0.4511211767
1004	0.4510745235
1005	0.4510434603
1006	0.4510150127
1007	0.4509889432
1008	0.4509587417
1009	0.4509404903
1010	0.4508733694
1011	0.4508542805
1012	0.4508421967
1013	0.4508244856
1014	0.4508017697
1015	0.450776056
1016	0.4507501729
1017	0.4507339177
1018	0.4506963094
1019	0.4506434459
